enrollment_id,student_age,study_hours_per_week,completion_time_days,avg_score,weekday,course_category,plan_type,completed,satisfaction
1315,22.0,1.66,64.57,61.89,0,Programming,Free,1,9
1316,24.0,6.03,52.18,56.18,5,Business,Free,0,5
1317,19.0,13.6,29.47,74.68,3,Design,Paid,1,10
1318,31.0,6.29,48.4,65.06,6,Programming,Paid,1,8
1319,29.0,5.17,52.18,89.02,2,Business,Free,1,7
1320,31.0,3.74,47.03,75.03,1,Marketing,Free,1,8
1321,24.0,6.83,45.54,78.4,1,Design,Free,0,5
1322,27.0,3.98,61.68,62.92,6,Design,Free,1,7
1323,16.0,4.57,58.5,76.88,4,Programming,Free,0,5
1324,30.0,2.51,54.56,93.02,2,Business,Paid,1,8
1325,28.0,3.99,51.93,82.44,4,Programming,Paid,0,6
1326,19.0,4.78,55.52,58.72,3,Marketing,Free,0,4
1327,26.0,7.62,55.54,66.43,0,Programming,Paid,1,9
1328,25.0,6.18,44.92,75.08,4,Design,Free,0,4
1329,39.0,1.99,59.13,61.07,0,Programming,Free,0,4
1330,20.0,2.09,59.08,98.4,1,Programming,Free,1,7
1331,29.0,5.27,57.58,65.69,4,Business,Free,0,6
1332,19.0,3.62,57.26,77.57,3,Design,Paid,1,10
1333,23.0,6.07,56.44,68.0,1,Design,Free,0,6
1334,29.0,2.43,56.46,78.93,0,Marketing,Paid,0,7
1335,26.0,3.88,42.38,87.01,4,Marketing,Free,0,6
1336,27.0,4.99,53.33,77.71,4,Marketing,Paid,0,6
1337,29.0,5.03,55.95,65.37,1,Programming,Free,0,6
1338,24.0,,57.09,63.26,2,Design,Free,1,8
1339,33.0,1.67,49.98,85.19,2,Marketing,Free,0,5
1340,25.0,5.48,53.07,70.28,6,Programming,Paid,1,7
1341,26.0,5.14,47.53,65.76,5,Programming,Free,1,9
1342,30.0,6.38,59.26,45.27,1,Business,Free,0,5
1343,29.0,4.31,52.08,76.73,3,Design,Paid,1,10
1344,32.0,5.75,52.14,69.99,6,Design,Free,1,7
1345,29.0,5.05,62.64,53.33,2,Marketing,Free,0,5
1346,30.0,7.35,48.9,81.89,0,Business,Free,0,4
1347,25.0,3.96,52.99,68.65,2,Design,Free,0,6
1348,20.0,1.86,59.36,90.75,4,Programming,Free,0,5
1349,17.0,3.93,49.19,88.14,6,Design,Free,0,5
1350,16.0,4.22,70.46,59.36,2,Programming,Free,0,8
1351,39.0,5.12,45.1,86.06,0,Business,Free,0,7
1352,16.0,2.03,44.81,88.72,1,Business,Free,1,9
1353,35.0,4.4,62.47,65.29,2,Programming,Paid,1,7
1354,21.0,5.99,59.91,55.61,0,Programming,Free,0,3
1355,35.0,3.87,71.24,49.87,0,Marketing,Free,0,6
1356,16.0,3.53,58.69,72.57,4,Programming,Free,0,3
1357,25.0,11.95,53.86,68.27,5,Design,Paid,1,8
1358,37.0,2.51,56.01,78.1,1,Design,Free,0,5
1359,32.0,7.06,58.08,64.75,3,Business,Free,0,4
1360,25.0,8.03,47.26,62.64,4,Programming,Paid,0,6
1361,16.0,3.66,62.21,64.82,4,Business,Free,1,7
1362,18.0,4.99,63.35,56.4,6,Programming,Paid,0,5
1363,37.0,4.99,59.93,68.82,6,Business,Paid,0,7
1364,25.0,5.5,60.45,63.16,2,Programming,Paid,1,10
1365,26.0,3.1,37.91,73.86,6,Design,Free,0,4
1366,29.0,3.34,55.98,75.04,0,Design,Free,1,8
1367,18.0,3.46,59.63,55.15,6,Programming,Free,0,6
1368,30.0,4.38,48.27,85.21,0,Programming,Paid,0,7
1369,24.0,4.41,54.07,70.09,0,Programming,Paid,0,6
1370,29.0,1.85,60.28,90.03,0,Programming,Paid,1,8
1371,23.0,4.24,57.08,70.89,0,Programming,Free,0,6
1372,16.0,4.0,51.12,77.23,3,Marketing,Paid,1,9
1373,24.0,1.75,53.16,69.09,4,Design,Free,0,3
1374,31.0,4.33,61.06,81.76,5,Business,Paid,0,6
1375,30.0,3.42,53.09,72.85,0,Marketing,Free,1,8
1376,27.0,7.2,45.97,78.3,2,Programming,Free,0,4
1377,33.0,3.18,64.81,88.65,0,Business,Free,1,8
1378,26.0,6.85,47.1,68.87,1,Marketing,Paid,1,9
1379,27.0,7.56,44.5,77.75,5,Business,Free,0,5
1380,24.0,3.06,56.71,79.85,4,Design,Free,0,6
1381,34.0,3.97,44.13,78.58,1,Design,Free,0,4
1382,29.0,8.83,38.26,62.8,2,Programming,Free,0,4
1383,23.0,5.62,48.89,73.87,6,Design,Paid,1,10
1384,17.0,4.8,53.53,66.37,4,Marketing,Free,0,7
1385,35.0,3.38,60.21,66.16,1,Marketing,Free,0,4
1386,22.0,6.91,47.26,61.92,6,Programming,Paid,1,10
1387,28.0,3.98,59.4,69.85,1,Business,Free,0,6
1388,43.0,1.78,52.53,58.91,2,Programming,Free,1,5
1389,33.0,3.46,54.99,77.07,4,Marketing,Free,0,4
1390,38.0,2.38,62.89,68.68,3,Programming,Free,0,6
1391,23.0,4.27,56.58,74.28,0,Marketing,Free,1,6
1392,34.0,2.68,59.33,67.99,5,Business,Free,0,5
1393,27.0,5.03,50.88,68.83,1,Programming,Free,1,8
1394,30.0,5.17,53.31,69.03,4,Programming,Paid,1,9
1395,41.0,2.89,61.8,83.57,2,Business,Paid,1,9
1396,25.0,4.06,54.13,66.69,5,Programming,Paid,0,8
1397,27.0,5.36,56.86,77.76,6,Design,Free,1,7
1398,21.0,6.8,61.29,58.78,5,Marketing,Free,0,6
1399,33.0,,42.36,85.12,6,Design,Paid,1,10
1400,23.0,3.09,57.09,72.41,3,Design,Paid,0,7
1401,34.0,9.76,39.95,64.88,0,Design,Free,0,7
1402,16.0,4.04,53.09,54.33,3,Programming,Free,0,5
1403,31.0,4.23,64.55,59.71,3,Marketing,Free,0,6
1404,22.0,2.91,64.66,62.22,5,Programming,Free,0,4
1405,32.0,4.47,51.65,85.98,1,Programming,Free,0,6
1406,27.0,8.77,43.1,60.28,4,Programming,Free,1,8
1407,23.0,5.68,60.11,53.3,3,Marketing,Paid,1,10
1408,24.0,6.55,42.39,72.39,4,Programming,Free,0,6
1409,21.0,4.11,60.14,60.8,2,Marketing,Free,1,8
1410,33.0,2.56,52.41,79.96,2,Business,Free,1,8
1411,20.0,3.73,63.47,70.37,1,Business,Paid,1,9
1412,25.0,3.07,55.3,73.62,5,Marketing,Paid,1,10
1413,29.0,4.47,51.78,85.07,0,Marketing,Free,0,7
1414,38.0,7.03,48.29,78.99,1,Marketing,Free,1,8
1415,27.0,5.45,57.59,57.04,2,Programming,Paid,1,7
1416,25.0,4.41,58.91,62.91,1,Business,Paid,1,8
1417,29.0,2.84,65.92,56.16,6,Design,Free,0,5
1418,16.0,5.95,36.53,100.0,2,Design,Paid,0,8
1419,19.0,2.32,65.11,63.44,1,Marketing,Free,0,4
1420,24.0,2.43,60.16,84.78,1,Marketing,Free,0,7
1421,22.0,6.08,56.21,65.14,1,Business,Free,0,6
1422,16.0,3.58,57.88,63.2,4,Design,Free,1,8
1423,33.0,3.55,57.26,74.22,3,Design,Free,0,5
1424,29.0,3.76,54.79,70.73,1,Design,Free,0,5
1425,28.0,7.03,45.25,81.62,6,Programming,Paid,0,5
1426,22.0,4.37,44.51,82.14,4,Design,Free,1,9
1427,28.0,3.63,67.57,64.92,2,Programming,Paid,0,6
1428,31.0,2.95,77.37,50.72,3,Programming,Free,0,4
1429,25.0,3.71,57.37,57.83,4,Business,Free,0,6
1430,30.0,5.81,62.62,55.18,1,Design,Paid,0,10
1431,21.0,4.99,62.0,73.62,5,Marketing,Paid,0,6
1432,28.0,3.83,51.02,70.87,1,Business,Free,1,10
1433,35.0,5.18,45.25,58.29,0,Programming,Paid,1,5
1434,36.0,3.99,71.83,52.84,3,Programming,Free,0,5
1435,36.0,2.85,59.93,67.81,6,Programming,Free,0,7
1436,29.0,6.67,49.16,65.86,5,Marketing,Free,0,6
1437,27.0,3.26,60.21,65.44,2,Programming,Free,0,5
1438,24.0,4.3,53.71,70.33,2,Design,Free,1,8
1439,16.0,1.6,77.95,75.11,4,Marketing,Free,0,7
1440,18.0,4.6,52.0,70.56,1,Marketing,Paid,1,10
1441,26.0,3.09,62.02,66.14,5,Programming,Paid,0,8
1442,26.0,3.26,73.28,49.42,2,Programming,Paid,1,8
1443,37.0,15.08,39.56,71.4,1,Programming,Paid,0,6
1444,36.0,4.54,62.42,69.06,0,Programming,Free,1,8
1445,22.0,7.04,48.9,65.87,4,Programming,Free,0,4
1446,33.0,7.45,38.71,97.12,0,Design,Paid,1,9
1447,24.0,6.31,37.1,74.21,5,Marketing,Free,0,5
1448,32.0,3.71,56.04,72.44,6,Design,Free,1,6
1449,33.0,8.36,45.03,76.49,0,Business,Free,0,7
1450,36.0,5.94,48.71,93.35,0,Programming,Free,0,6
1451,24.0,4.13,65.86,73.78,6,Business,Free,1,7
1452,34.0,4.57,67.92,46.54,0,Business,Free,0,5
1453,16.0,3.81,61.08,77.04,2,Marketing,Free,0,4
1454,36.0,4.15,58.62,63.27,6,Marketing,Free,0,5
1455,27.0,4.97,69.65,48.93,0,Programming,Paid,1,9
1456,27.0,4.81,48.56,88.37,4,Programming,Free,1,9
1457,16.0,11.09,41.02,89.78,2,Programming,Paid,0,6
1458,24.0,2.95,64.2,68.95,3,Design,Paid,0,7
1459,36.0,6.78,55.37,63.06,6,Marketing,Free,0,5
1460,24.0,4.29,45.45,73.92,4,Programming,Paid,1,8
1461,32.0,7.18,59.32,61.26,2,Business,Free,1,8
1462,27.0,3.49,59.16,72.65,6,Design,Free,0,6
1463,34.0,4.88,62.68,59.44,4,Programming,Free,1,8
1464,28.0,4.72,57.98,67.2,0,Programming,Paid,0,4
1465,20.0,2.33,66.95,59.55,2,Business,Paid,1,9
1466,27.0,8.87,50.25,80.1,1,Business,Free,1,8
1467,38.0,2.65,51.21,86.04,4,Design,Free,1,6
1468,30.0,4.21,60.16,66.8,6,Programming,Free,0,5
1469,26.0,3.16,52.27,74.6,0,Business,Paid,0,7
1470,43.0,2.22,62.13,75.55,5,Programming,Free,0,7
1471,35.0,3.7,57.99,72.52,6,Marketing,Free,0,4
1472,33.0,3.88,45.22,92.75,6,Programming,Paid,1,10
1473,29.0,,67.01,52.2,4,Programming,Free,0,3
1474,32.0,3.99,48.9,82.61,2,Design,Free,0,7
1475,32.0,2.08,57.65,72.86,1,Design,Free,0,5
1476,16.0,4.29,60.71,62.79,6,Design,Free,1,7
1477,30.0,3.83,49.42,96.47,2,Design,Free,1,9
1478,26.0,1.33,41.41,97.54,2,Marketing,Free,0,5
1479,24.0,3.2,60.01,71.92,5,Design,Free,0,6
1480,26.0,6.26,45.55,82.45,5,Design,Paid,1,9
1481,16.0,2.51,57.74,69.29,5,Design,Free,0,1
1482,16.0,6.38,45.3,68.28,6,Programming,Paid,0,5
1483,36.0,,56.94,62.68,6,Design,Free,0,6
1484,30.0,3.21,59.98,56.64,1,Programming,Paid,0,8
1485,16.0,4.03,56.82,91.29,1,Business,Free,0,6
1486,23.0,7.35,38.3,71.53,1,Programming,Paid,0,8
1487,33.0,2.73,52.65,73.03,4,Marketing,Free,0,5
1488,25.0,3.7,52.61,65.89,4,Design,Free,0,6
1489,36.0,6.8,50.52,74.49,6,Marketing,Free,1,9
1490,34.0,2.76,70.33,58.96,5,Design,Free,1,6
1491,18.0,6.23,57.36,62.72,5,Programming,Paid,0,8
1492,26.0,3.12,54.94,61.8,0,Business,Paid,1,9
1493,24.0,4.71,45.84,89.22,4,Business,Paid,1,9
1494,17.0,4.96,55.74,52.83,5,Business,Free,0,5
1495,17.0,1.72,66.09,66.21,6,Design,Paid,0,5
1496,21.0,3.99,60.16,52.48,2,Business,Paid,0,7
1497,23.0,4.92,48.6,63.15,5,Marketing,Free,1,8
1498,29.0,4.49,60.55,65.95,2,Business,Free,0,6
1499,34.0,4.01,59.45,83.73,1,Programming,Paid,1,9
1500,31.0,2.47,59.5,68.56,2,Business,Free,1,8
1501,32.0,5.38,55.62,66.48,1,Business,Free,1,7
1502,25.0,4.38,43.45,79.65,6,Marketing,Paid,1,10
1503,31.0,5.18,44.31,62.69,1,Programming,Free,0,6
1504,26.0,4.81,33.99,98.1,0,Design,Free,1,8
1505,24.0,3.32,59.85,64.5,4,Business,Free,0,5
1506,40.0,8.21,41.34,82.14,4,Design,Paid,0,5
1507,16.0,3.88,55.31,84.09,3,Business,Paid,1,7
1508,16.0,8.66,44.63,71.8,1,Design,Paid,0,6
1509,30.0,,55.26,69.98,3,Programming,Free,0,7
1510,25.0,6.5,58.01,65.49,6,Business,Free,0,5
1511,17.0,3.74,54.89,71.29,0,Programming,Free,0,5
1512,20.0,12.76,31.68,69.21,5,Programming,Free,0,4
1513,21.0,4.34,44.64,69.46,0,Business,Free,1,6
1514,33.0,5.65,64.37,62.29,1,Business,Paid,0,5
1515,35.0,5.02,39.68,96.07,6,Marketing,Paid,1,9
1516,38.0,2.44,49.39,75.04,2,Programming,Free,1,7
1517,16.0,9.08,52.27,52.94,3,Programming,Paid,0,6
1518,17.0,3.92,47.22,72.09,2,Marketing,Paid,1,8
1519,17.0,6.13,60.08,49.17,4,Programming,Free,0,6
1520,36.0,6.83,45.96,77.14,2,Programming,Free,0,6
1521,30.0,5.32,60.13,67.74,3,Programming,Free,1,6
1522,28.0,2.97,62.57,74.04,5,Design,Free,0,5
1523,29.0,,66.68,63.66,3,Marketing,Free,0,5
1524,27.0,1.22,64.92,67.53,3,Business,Free,0,6
1525,19.0,3.85,48.5,79.66,5,Business,Free,1,8
1526,31.0,5.82,42.74,80.67,2,Programming,Free,1,9
1527,26.0,,48.03,82.16,5,Programming,Paid,0,5
1528,19.0,3.89,71.54,62.48,5,Design,Paid,0,7
1529,31.0,3.55,57.68,65.77,6,Programming,Free,0,8
1530,24.0,7.01,50.68,71.04,3,Programming,Free,1,8
1531,29.0,3.96,69.69,59.18,3,Programming,Free,0,5
1532,26.0,9.36,54.1,48.09,0,Programming,Free,1,8
1533,33.0,3.14,57.2,61.13,0,Design,Free,0,5
1534,29.0,4.47,53.92,87.5,0,Business,Free,1,7
1535,21.0,3.34,61.29,53.7,4,Programming,Free,1,8
1536,29.0,12.89,35.91,78.48,2,Design,Paid,1,7
1537,29.0,4.4,59.14,69.28,2,Business,Free,1,8
1538,31.0,13.21,32.31,73.31,4,Business,Paid,0,7
1539,34.0,,60.11,67.48,2,Business,Free,0,4
1540,23.0,8.06,53.21,81.89,0,Design,Free,1,8
1541,32.0,5.35,48.08,75.39,3,Business,Paid,1,9
1542,16.0,5.91,63.73,60.49,3,Programming,Free,1,9
1543,26.0,2.34,57.29,68.62,0,Programming,Free,0,7
1544,25.0,5.93,67.93,56.67,1,Programming,Paid,0,7
1545,37.0,2.51,51.78,78.76,1,Design,Free,1,9
1546,26.0,4.55,54.11,67.19,4,Design,Free,0,5
1547,31.0,,73.36,60.52,1,Programming,Free,0,6
1548,16.0,3.89,63.93,76.64,0,Business,Free,0,5
1549,25.0,6.64,58.21,63.11,1,Programming,Free,0,4
1550,21.0,5.19,49.76,63.79,3,Programming,Free,1,8
1551,44.0,2.91,53.99,86.01,5,Programming,Paid,1,9
1552,22.0,2.16,61.36,68.27,0,Design,Paid,0,6
1553,28.0,5.07,47.82,73.98,6,Programming,Free,1,8
1554,28.0,8.26,48.22,79.39,2,Programming,Free,1,8
1555,16.0,3.29,48.0,86.0,2,Programming,Paid,1,10
1556,23.0,13.03,18.96,98.94,0,Business,Paid,1,8
1557,30.0,4.04,48.37,65.76,1,Marketing,Free,0,4
1558,28.0,1.68,73.72,65.32,3,Design,Free,0,6
1559,16.0,2.51,52.02,83.99,4,Business,Paid,1,10
1560,23.0,7.17,41.06,86.37,5,Marketing,Paid,0,7
1561,34.0,5.37,48.13,68.2,3,Marketing,Paid,0,5
1562,31.0,7.9,54.11,76.33,0,Business,Free,1,8
1563,36.0,2.37,41.5,100.0,2,Marketing,Free,1,9
1564,20.0,4.28,47.6,73.6,5,Marketing,Free,0,4
1565,36.0,4.07,50.71,81.16,4,Business,Free,1,7
1566,27.0,4.75,46.6,93.77,4,Design,Paid,1,9
1567,38.0,3.41,52.14,98.04,3,Programming,Free,1,10
1568,27.0,3.44,53.55,70.95,3,Programming,Free,0,6
1569,16.0,5.48,55.52,90.53,6,Design,Paid,0,6
1570,33.0,5.81,48.66,70.12,4,Design,Paid,0,6
1571,24.0,5.68,44.07,78.25,4,Design,Paid,1,8
1572,24.0,8.72,38.45,73.54,2,Design,Paid,1,8
1573,17.0,2.36,60.86,55.15,3,Design,Free,0,6
1574,38.0,1.79,60.37,53.37,4,Business,Free,0,3
1575,23.0,6.41,54.8,73.16,6,Programming,Free,0,7
1576,38.0,3.32,49.6,77.4,5,Programming,Paid,0,9
1577,24.0,4.27,57.57,63.54,4,Business,Paid,0,7
1578,21.0,3.08,45.95,88.85,5,Marketing,Free,1,7
1579,36.0,,54.95,60.85,0,Marketing,Free,1,9
1580,26.0,,65.7,75.2,1,Marketing,Free,0,6
1581,27.0,3.14,68.86,68.14,1,Marketing,Free,0,5
1582,18.0,6.79,57.03,73.28,4,Programming,Paid,1,8
1583,24.0,4.05,43.22,82.99,5,Design,Free,0,5
1584,30.0,6.36,39.63,81.09,1,Programming,Paid,0,7
1585,18.0,3.24,67.17,78.79,1,Business,Free,0,7
1586,23.0,6.09,47.57,78.59,3,Marketing,Free,0,6
1587,24.0,3.23,56.19,52.73,6,Programming,Free,0,6
1588,27.0,1.96,60.91,89.35,0,Design,Paid,1,9
1589,37.0,4.68,60.76,55.28,6,Programming,Free,0,6
1590,25.0,5.73,57.46,66.73,1,Programming,Free,0,5
1591,22.0,,47.32,63.78,1,Programming,Free,0,8
1592,46.0,8.7,42.23,76.2,4,Programming,Paid,0,6
1593,24.0,3.46,63.09,71.41,5,Marketing,Paid,0,7
1594,26.0,6.85,44.34,76.41,6,Design,Paid,1,10
1595,24.0,8.89,46.77,88.81,0,Business,Free,0,7
1596,25.0,5.15,49.51,60.75,0,Business,Paid,1,10
1597,28.0,3.66,57.48,67.97,3,Programming,Free,0,6
1598,33.0,4.83,68.72,58.63,3,Programming,Paid,0,6
1599,30.0,8.44,37.08,78.42,1,Business,Free,0,5
1600,35.0,4.86,60.19,59.28,4,Programming,Free,0,5
1601,34.0,13.3,37.34,76.9,1,Marketing,Paid,1,7
1602,28.0,5.75,58.26,56.1,6,Programming,Paid,0,7
1603,30.0,3.02,52.03,85.21,1,Business,Free,1,6
1604,35.0,3.12,52.75,71.8,4,Business,Free,0,6
1605,19.0,5.21,53.94,73.65,3,Programming,Paid,1,8
1606,44.0,2.02,56.26,81.95,0,Programming,Paid,0,5
1607,23.0,4.09,50.21,63.36,4,Marketing,Paid,1,10
1608,25.0,3.31,68.1,60.62,1,Programming,Free,1,6
1609,19.0,4.52,48.1,75.7,3,Design,Free,0,5
1610,19.0,12.15,33.68,60.38,4,Design,Paid,0,6
1611,34.0,5.2,56.74,52.14,0,Programming,Paid,1,9
1612,43.0,2.13,56.87,65.97,1,Business,Paid,0,6
1613,23.0,,59.2,62.45,2,Business,Paid,0,8
1614,29.0,4.56,50.16,63.87,6,Programming,Free,0,4
1615,29.0,4.23,56.52,76.75,1,Business,Free,0,10
1616,34.0,10.53,46.77,81.0,6,Programming,Paid,1,8
1617,43.0,6.25,45.49,89.71,3,Programming,Free,1,10
1618,38.0,7.7,37.17,77.77,6,Design,Paid,1,10
1619,25.0,4.6,47.06,78.12,5,Marketing,Paid,0,6
1620,31.0,8.31,47.95,71.7,2,Programming,Paid,1,9
1621,31.0,2.71,47.09,71.84,3,Programming,Free,1,7
1622,27.0,7.84,36.66,81.98,5,Design,Paid,1,9
1623,19.0,3.57,43.86,81.14,0,Business,Free,0,5
1624,21.0,2.11,58.39,79.02,4,Programming,Free,0,7
1625,35.0,5.3,63.6,79.19,3,Design,Free,0,6
1626,36.0,7.61,35.03,87.61,0,Business,Free,1,7
1627,26.0,4.22,60.3,72.32,6,Programming,Paid,0,7
1628,29.0,10.24,41.46,64.66,1,Programming,Paid,0,7
1629,35.0,1.92,55.94,62.62,6,Programming,Free,0,5
1630,16.0,2.96,65.94,76.94,1,Design,Paid,0,6
1631,24.0,3.8,72.49,63.16,3,Design,Free,0,6
1632,41.0,4.29,58.51,70.06,2,Marketing,Paid,1,10
1633,29.0,3.75,62.06,62.46,6,Business,Paid,0,6
1634,19.0,4.31,54.72,74.78,6,Business,Free,0,7
1635,28.0,3.2,55.39,76.22,5,Marketing,Free,0,7
1636,34.0,3.45,64.74,56.31,5,Design,Free,0,7
1637,16.0,4.6,60.33,67.46,5,Design,Free,0,6
1638,28.0,3.75,58.25,95.66,2,Marketing,Paid,1,8
1639,24.0,3.87,51.9,75.56,6,Programming,Free,0,7
1640,16.0,3.03,57.5,76.0,3,Business,Free,1,8
1641,28.0,2.36,61.99,63.69,2,Business,Free,0,6
1642,26.0,7.15,54.01,75.45,1,Programming,Paid,1,8
1643,27.0,8.75,59.3,73.85,4,Design,Free,0,5
1644,25.0,8.18,56.5,62.44,1,Programming,Paid,0,5
1645,20.0,5.89,58.71,66.07,4,Programming,Paid,1,7
1646,17.0,3.04,64.51,69.29,0,Design,Free,0,5
1647,22.0,3.56,72.22,50.14,4,Programming,Free,0,4
1648,33.0,6.53,70.37,56.44,4,Business,Free,1,8
1649,29.0,1.45,52.05,70.41,3,Marketing,Free,0,4
1650,27.0,4.3,61.15,65.67,4,Business,Paid,1,8
1651,20.0,7.05,35.07,68.39,6,Programming,Paid,1,9
1652,24.0,2.43,73.31,48.73,5,Programming,Free,0,7
1653,32.0,4.91,55.34,77.62,3,Programming,Free,1,7
1654,31.0,4.8,43.62,92.97,6,Programming,Free,0,4
1655,24.0,2.11,40.19,83.29,6,Marketing,Free,1,6
1656,16.0,5.27,47.06,89.31,1,Design,Paid,1,8
1657,22.0,3.84,55.06,79.51,2,Programming,Paid,0,6
1658,24.0,6.11,48.43,79.29,5,Marketing,Paid,1,10
1659,21.0,5.48,48.01,74.87,3,Design,Free,0,7
1660,24.0,4.85,53.99,57.03,0,Programming,Free,1,7
1661,33.0,4.19,53.77,76.28,3,Programming,Free,0,8
1662,27.0,5.77,43.82,81.94,2,Business,Paid,0,6
1663,34.0,2.99,63.81,69.91,5,Business,Paid,0,6
1664,16.0,5.0,51.12,78.31,3,Programming,Paid,0,6
1665,25.0,,50.6,65.21,0,Marketing,Free,1,9
1666,16.0,6.45,53.81,65.88,0,Marketing,Free,0,5
1667,24.0,6.89,47.7,84.64,2,Marketing,Paid,1,10
1668,20.0,5.51,61.98,73.17,1,Programming,Free,0,6
1669,36.0,8.77,53.45,65.22,6,Programming,Free,1,9
1670,30.0,3.5,52.81,68.85,1,Marketing,Free,1,6
1671,34.0,3.96,63.91,74.1,4,Programming,Paid,1,7
1672,24.0,3.46,56.29,50.81,0,Business,Free,0,3
1673,20.0,2.46,61.43,66.66,3,Business,Paid,1,8
1674,20.0,2.04,71.55,52.82,6,Programming,Free,1,6
1675,29.0,5.36,62.06,71.13,4,Business,Free,1,9
1676,40.0,2.16,67.21,83.93,2,Marketing,Free,1,8
1677,30.0,2.5,65.46,76.25,5,Business,Free,1,9
1678,24.0,4.84,53.02,72.89,3,Design,Paid,0,6
1679,26.0,4.21,60.04,69.08,1,Marketing,Paid,0,7
1680,27.0,7.55,50.08,70.46,6,Design,Paid,1,6
1681,41.0,5.21,40.33,97.0,6,Business,Paid,1,9
1682,36.0,3.54,55.01,75.75,3,Business,Paid,1,9
1683,29.0,6.28,61.35,73.2,0,Business,Free,0,6
1684,28.0,7.04,62.05,46.67,2,Programming,Paid,0,6
1685,29.0,2.15,78.79,53.83,3,Programming,Free,0,3
1686,30.0,5.68,45.99,71.47,6,Programming,Paid,1,10
1687,24.0,2.94,57.09,69.02,5,Design,Free,1,7
1688,21.0,3.63,56.74,79.33,1,Design,Paid,1,9
1689,34.0,9.41,47.43,75.2,3,Design,Free,1,10
1690,27.0,4.29,51.86,80.0,1,Design,Free,0,6
1691,34.0,3.68,69.05,50.44,3,Business,Free,1,7
1692,39.0,4.21,64.18,60.9,3,Marketing,Free,1,7
1693,31.0,6.01,45.07,66.8,3,Programming,Free,0,6
1694,30.0,2.96,65.65,63.88,2,Business,Free,0,4
1695,49.0,3.19,65.77,67.59,3,Business,Free,1,8
1696,28.0,5.45,53.51,75.09,5,Design,Free,0,7
1697,19.0,2.05,53.78,59.06,3,Programming,Free,1,8
1698,25.0,7.92,43.93,77.11,0,Business,Paid,1,10
1699,38.0,1.97,60.92,78.21,5,Marketing,Free,1,8
1700,18.0,3.63,51.72,71.72,4,Business,Free,1,7
1701,22.0,1.97,63.15,80.07,4,Marketing,Free,1,6
1702,35.0,2.52,71.45,49.68,4,Marketing,Free,0,6
1703,25.0,7.27,53.47,60.97,1,Programming,Free,0,6
1704,26.0,6.49,47.54,80.82,6,Business,Free,1,9
1705,35.0,6.81,53.3,65.36,6,Design,Free,1,9
1706,22.0,2.11,63.63,62.0,1,Marketing,Free,0,8
1707,17.0,2.53,53.45,66.48,1,Programming,Free,0,5
1708,17.0,4.73,51.17,73.83,1,Design,Free,0,6
1709,31.0,5.6,54.7,66.89,6,Marketing,Free,1,7
1710,29.0,3.54,57.78,94.12,6,Programming,Paid,0,8
1711,22.0,3.13,61.31,74.15,1,Business,Free,0,4
1712,19.0,3.05,67.98,68.97,4,Design,Paid,0,8
1713,25.0,,42.67,57.39,1,Marketing,Free,1,7
1714,35.0,3.27,53.8,76.76,0,Marketing,Free,1,9
1715,21.0,4.11,73.49,56.88,1,Programming,Free,1,9
1716,22.0,4.21,43.14,94.68,0,Business,Free,0,4
1717,19.0,6.67,45.15,73.14,5,Programming,Free,0,4
1718,24.0,3.3,52.7,81.16,5,Business,Paid,0,7
1719,29.0,8.58,56.02,77.74,1,Business,Paid,1,9
1720,42.0,2.28,51.79,83.34,3,Business,Free,1,8
1721,29.0,6.85,64.53,39.26,1,Programming,Free,0,5
1722,27.0,2.34,67.06,57.56,3,Programming,Paid,1,8
1723,33.0,3.87,41.08,82.38,6,Business,Free,0,6
1724,32.0,8.43,40.21,89.01,6,Design,Free,0,5
1725,23.0,6.94,48.44,65.65,5,Design,Paid,1,9
1726,43.0,4.9,67.12,46.18,1,Programming,Free,0,5
1727,27.0,2.53,70.36,70.01,1,Programming,Free,1,7
1728,29.0,2.91,54.37,77.6,1,Marketing,Free,0,7
1729,31.0,,47.17,69.77,0,Programming,Free,0,7
1730,29.0,5.02,68.37,73.4,4,Design,Free,1,7
1731,38.0,7.57,49.11,57.06,4,Marketing,Paid,0,5
1732,23.0,4.19,50.5,63.5,6,Programming,Free,1,9
1733,32.0,3.57,66.43,68.52,0,Business,Free,1,6
1734,28.0,5.73,55.59,61.42,1,Programming,Free,1,9
1735,34.0,5.7,59.44,56.35,5,Marketing,Paid,1,9
1736,25.0,3.76,68.02,77.43,4,Business,Free,1,7
1737,25.0,2.68,45.73,85.59,2,Marketing,Paid,0,7
1738,32.0,6.23,54.66,58.46,1,Programming,Free,0,7
1739,30.0,4.94,46.47,72.14,3,Design,Free,0,3
1740,21.0,3.09,62.28,65.53,1,Business,Free,1,9
1741,36.0,,49.77,62.15,3,Programming,Free,0,7
1742,32.0,4.53,47.12,73.92,6,Programming,Free,0,5
1743,26.0,5.71,54.46,78.21,1,Programming,Paid,0,6
1744,24.0,7.55,42.73,87.79,0,Marketing,Paid,0,7
1745,30.0,6.85,37.11,86.59,5,Business,Paid,1,10
1746,32.0,4.63,48.48,69.11,0,Business,Free,0,5
1747,16.0,3.73,48.04,100.0,6,Business,Free,0,6
1748,30.0,9.9,26.87,89.5,5,Design,Free,1,8
1749,32.0,2.91,61.37,67.42,2,Design,Free,1,9
1750,16.0,7.09,54.69,79.27,2,Design,Paid,0,10
