order_id,customer_age,distance_km,delivery_time_min,courier_speed_kmh,weekday,restaurant_type,subscription,delivered,rating
1662,32.0,2.71,20.18,18.51,2,Asian,Prime,1,9
1663,41.0,1.05,18.47,15.89,5,Asian,Regular,1,7
1664,18.0,2.28,16.37,22.58,3,FastFood,Prime,1,8
1665,29.0,1.3,12.72,17.56,0,Vegan,Regular,1,6
1666,16.0,3.55,22.13,17.74,0,Vegan,Regular,1,8
1667,28.0,3.37,27.1,18.86,2,Asian,Prime,1,8
1668,23.0,2.93,25.25,22.29,1,FastFood,Regular,1,6
1669,44.0,5.17,29.61,20.3,6,FastFood,Regular,0,3
1670,36.0,,12.19,18.53,1,Vegan,Regular,1,7
1671,41.0,1.71,18.97,21.52,4,FastFood,Prime,1,9
1672,28.0,1.66,15.0,13.73,0,Italian,Regular,1,8
1673,23.0,0.96,19.29,15.18,3,Asian,Prime,1,10
1674,23.0,0.87,17.72,17.2,6,FastFood,Regular,1,7
1675,34.0,2.83,26.97,17.03,4,Asian,Regular,1,7
1676,48.0,0.93,20.84,22.55,2,Vegan,Regular,1,7
1677,36.0,1.11,23.75,18.15,5,Asian,Regular,1,8
1678,29.0,2.19,18.45,17.17,3,Italian,Prime,1,10
1679,30.0,1.85,22.89,17.52,1,Vegan,Prime,1,8
1680,32.0,3.77,25.63,16.54,6,Italian,Prime,1,8
1681,50.0,2.39,15.18,21.8,6,Asian,Prime,0,6
1682,43.0,1.3,16.06,17.16,3,Asian,Regular,1,7
1683,34.0,3.44,29.05,17.48,0,Asian,Regular,1,7
1684,33.0,3.46,29.1,14.67,2,FastFood,Prime,0,6
1685,35.0,0.93,17.19,17.46,3,FastFood,Regular,1,6
1686,36.0,2.66,,20.87,6,FastFood,Prime,1,9
1687,28.0,1.36,14.52,17.2,5,Italian,Regular,1,9
1688,24.0,1.34,16.21,18.85,1,Italian,Regular,1,7
1689,41.0,5.63,29.85,18.81,3,Italian,Regular,1,10
1690,,2.16,17.45,20.06,1,Italian,Regular,1,7
1691,41.0,1.79,22.06,12.51,3,Asian,Regular,1,6
1692,47.0,2.11,21.33,16.41,3,Vegan,Regular,0,6
1693,37.0,3.26,14.34,20.7,3,FastFood,Regular,1,6
1694,35.0,1.37,19.76,15.45,2,Asian,Regular,1,8
1695,61.0,1.5,19.33,16.26,3,Asian,Regular,1,8
1696,34.0,2.89,19.18,18.78,5,Italian,Regular,1,7
1697,22.0,0.87,,18.77,3,FastFood,Regular,1,7
1698,29.0,3.99,23.49,17.46,0,Asian,Prime,1,7
1699,46.0,0.83,15.76,21.02,5,Vegan,Regular,1,9
1700,20.0,1.76,14.55,17.16,4,Asian,Regular,1,7
1701,25.0,0.84,14.49,21.52,4,Vegan,Regular,1,8
1702,42.0,1.13,,13.42,4,Vegan,Regular,1,7
1703,,4.11,23.82,16.98,1,Italian,Regular,1,7
1704,31.0,3.58,25.32,19.14,6,Asian,Regular,1,8
1705,42.0,3.79,28.91,16.25,6,Italian,Regular,1,8
1706,26.0,0.91,17.81,16.7,1,Vegan,Regular,1,8
1707,19.0,1.13,10.37,20.62,1,FastFood,Regular,1,7
1708,20.0,2.43,20.95,,1,Italian,Regular,1,6
1709,37.0,2.98,22.88,18.0,6,Vegan,Regular,1,7
1710,34.0,1.3,17.72,26.53,6,FastFood,Regular,1,7
1711,26.0,1.46,17.9,17.69,1,Asian,Regular,1,7
1712,22.0,1.24,20.71,16.15,4,Italian,Prime,1,6
1713,30.0,5.01,27.4,15.47,1,Vegan,Regular,1,8
1714,42.0,1.55,16.09,20.64,0,Vegan,Regular,1,8
1715,,2.05,24.97,18.22,1,FastFood,Regular,1,7
1716,26.0,2.11,14.85,22.17,0,Asian,Regular,1,6
1717,21.0,3.7,,22.28,5,FastFood,Regular,1,7
1718,29.0,1.37,15.1,19.96,5,Italian,Prime,0,4
1719,35.0,4.4,,17.6,1,Asian,Prime,1,8
1720,51.0,1.0,12.64,19.69,3,Asian,Regular,1,7
1721,34.0,3.82,30.07,13.81,1,FastFood,Regular,1,9
1722,32.0,0.9,,17.39,3,FastFood,Prime,1,9
1723,40.0,1.9,10.26,19.48,6,Asian,Regular,1,9
1724,38.0,4.92,29.53,22.4,6,Italian,Regular,1,8
1725,27.0,3.4,20.71,15.29,5,Italian,Prime,1,7
1726,53.0,2.54,24.33,15.54,1,FastFood,Regular,0,7
1727,32.0,1.13,20.99,21.5,1,FastFood,Regular,1,7
1728,34.0,1.34,16.64,20.86,1,Vegan,Regular,1,5
1729,37.0,4.22,23.44,21.44,0,FastFood,Regular,1,8
1730,35.0,2.61,31.5,18.34,4,Italian,Regular,1,5
1731,46.0,3.29,24.09,14.31,4,Vegan,Regular,1,7
1732,27.0,2.1,16.74,19.87,6,FastFood,Regular,1,7
1733,39.0,1.72,24.27,16.46,0,Asian,Regular,1,8
1734,33.0,3.07,24.14,19.36,1,FastFood,Regular,1,9
1735,41.0,2.67,24.23,14.13,5,Vegan,Prime,1,8
1736,30.0,1.83,25.38,18.4,4,Asian,Regular,1,7
1737,29.0,1.06,10.03,21.92,2,Vegan,Prime,1,9
1738,39.0,3.4,22.66,18.62,1,FastFood,Regular,1,6
1739,35.0,2.57,17.24,18.02,3,Italian,Regular,1,7
1740,25.0,1.44,14.73,15.81,1,Asian,Regular,1,8
1741,44.0,3.85,21.91,19.54,3,FastFood,Regular,1,6
1742,39.0,2.3,16.22,22.48,6,FastFood,Regular,1,7
1743,31.0,2.68,18.9,22.55,1,FastFood,Prime,1,8
1744,28.0,3.77,20.3,22.51,0,Vegan,Prime,1,10
1745,35.0,3.35,20.62,19.53,5,Asian,Prime,1,7
1746,38.0,2.37,19.42,16.59,0,Asian,Regular,0,5
1747,18.0,1.82,,23.82,6,Asian,Regular,1,9
1748,,6.0,23.28,22.53,5,Italian,Regular,1,9
1749,38.0,1.35,17.37,16.79,2,Italian,Regular,1,7
1750,16.0,,29.26,18.83,2,Italian,Prime,1,8
1751,34.0,2.21,,12.23,2,Asian,Prime,1,9
1752,38.0,2.59,16.82,21.08,2,FastFood,Regular,0,6
1753,37.0,4.56,26.55,24.19,5,Vegan,Prime,1,10
1754,39.0,1.95,11.38,23.68,5,Asian,Prime,0,7
1755,29.0,2.8,19.65,20.64,1,FastFood,Regular,1,6
1756,23.0,2.68,19.56,19.37,1,Italian,Prime,1,6
1757,16.0,1.42,15.36,22.82,3,FastFood,Regular,1,7
1758,42.0,4.02,21.36,25.04,4,Vegan,Regular,1,5
1759,38.0,2.98,15.46,16.75,5,Vegan,Regular,1,9
1760,43.0,1.59,13.05,26.94,2,Vegan,Regular,1,5
1761,25.0,3.69,21.19,20.05,3,FastFood,Regular,1,7
1762,39.0,1.47,15.91,17.49,0,FastFood,Prime,1,7
1763,18.0,1.98,21.61,20.05,3,FastFood,Regular,1,5
1764,,1.59,19.63,18.57,4,FastFood,Regular,1,9
1765,33.0,3.04,17.8,22.26,2,FastFood,Regular,1,7
1766,38.0,1.55,18.16,16.04,2,FastFood,Regular,1,10
1767,47.0,3.51,25.22,19.9,3,Vegan,Prime,1,10
1768,30.0,2.79,21.02,22.99,6,FastFood,Regular,1,7
1769,24.0,1.88,9.57,25.45,4,FastFood,Prime,1,6
1770,24.0,5.51,31.35,18.63,6,Asian,Regular,1,7
1771,26.0,1.34,13.5,22.2,0,Italian,Regular,1,10
1772,52.0,0.93,20.41,15.55,5,Asian,Regular,1,8
1773,39.0,3.22,22.61,17.95,0,Asian,Regular,1,7
1774,42.0,0.71,15.38,13.26,2,Vegan,Prime,1,8
1775,30.0,4.57,34.53,16.73,2,Asian,Regular,1,9
1776,32.0,2.13,13.27,19.51,1,Italian,Regular,1,8
1777,38.0,0.92,19.48,18.15,6,Asian,Regular,1,8
1778,27.0,1.37,17.16,14.41,6,Italian,Prime,1,10
1779,29.0,0.82,13.92,19.83,3,FastFood,Regular,1,9
1780,26.0,2.86,24.89,,3,Italian,Prime,1,9
1781,28.0,1.12,18.34,19.71,5,FastFood,Prime,1,6
1782,32.0,2.65,19.62,18.74,4,Asian,Regular,1,6
1783,25.0,1.7,19.42,20.35,3,FastFood,Regular,1,7
1784,35.0,1.55,14.01,21.3,5,FastFood,Regular,1,7
1785,35.0,2.66,19.26,19.53,1,FastFood,Regular,0,7
1786,30.0,3.26,21.49,19.56,1,Asian,Prime,1,10
1787,25.0,3.78,21.25,24.42,0,FastFood,Regular,1,8
1788,33.0,1.63,15.25,16.26,0,Asian,Prime,1,9
1789,27.0,1.98,18.22,27.48,1,Vegan,Regular,1,5
1790,32.0,1.42,22.3,18.7,4,FastFood,Regular,1,7
1791,42.0,2.53,21.84,19.42,5,Asian,Prime,1,8
1792,21.0,1.31,22.67,18.15,4,FastFood,Regular,0,4
1793,52.0,1.59,15.69,23.32,3,FastFood,Regular,1,8
1794,31.0,1.6,21.14,18.67,1,Asian,Regular,1,7
1795,36.0,2.37,21.07,16.67,0,Vegan,Regular,1,5
1796,25.0,2.32,23.05,20.61,4,FastFood,Prime,1,9
1797,42.0,2.66,26.76,23.36,0,Italian,Regular,1,9
1798,31.0,2.18,13.83,18.56,5,FastFood,Prime,1,9
1799,28.0,1.46,16.15,19.54,2,Italian,Regular,1,7
1800,27.0,2.24,17.31,19.37,2,Italian,Regular,1,6
1801,30.0,1.22,16.26,18.39,0,Italian,Regular,1,6
1802,36.0,3.17,22.17,14.0,1,Italian,Prime,1,10
1803,34.0,1.72,13.13,23.49,0,FastFood,Regular,0,4
1804,32.0,2.25,19.39,17.03,5,Asian,Regular,1,10
1805,26.0,2.27,17.36,19.65,3,Asian,Regular,1,9
1806,25.0,4.86,29.97,17.56,5,Asian,Regular,1,8
1807,28.0,2.86,19.14,21.19,3,FastFood,Prime,1,10
1808,36.0,2.1,16.69,19.47,6,Italian,Regular,1,9
1809,38.0,1.58,16.02,15.93,5,Italian,Prime,1,8
1810,39.0,3.13,17.89,25.67,1,FastFood,Regular,1,6
1811,32.0,1.74,13.76,19.87,0,FastFood,Regular,1,7
1812,35.0,0.87,17.36,17.56,6,Italian,Regular,1,7
1813,30.0,2.08,20.93,20.1,1,Asian,Prime,1,7
1814,16.0,2.24,14.09,21.74,5,FastFood,Regular,1,6
1815,30.0,1.28,,16.43,4,Asian,Regular,1,8
1816,29.0,1.89,,,4,Italian,Regular,1,9
1817,23.0,1.94,15.82,18.5,1,Asian,Regular,1,10
1818,27.0,1.95,24.26,18.19,2,Italian,Regular,0,5
1819,33.0,4.57,22.57,20.9,3,Italian,Prime,1,9
1820,22.0,0.98,16.8,15.2,0,Italian,Regular,1,5
1821,26.0,6.16,28.95,20.23,2,Vegan,Regular,1,9
1822,46.0,1.98,17.91,20.58,3,Italian,Regular,1,6
1823,18.0,2.77,25.21,20.12,1,Italian,Regular,1,8
1824,30.0,2.16,23.47,12.67,2,Italian,Regular,1,7
1825,22.0,0.9,17.57,16.7,6,Asian,Prime,0,6
1826,25.0,1.13,18.4,17.36,2,FastFood,Regular,1,5
1827,30.0,1.74,16.94,21.84,6,Italian,Prime,1,7
1828,23.0,3.48,24.28,17.48,6,Italian,Regular,0,4
1829,37.0,1.08,15.16,22.79,4,Vegan,Prime,1,8
1830,44.0,1.26,11.62,15.34,1,Italian,Regular,1,9
1831,40.0,2.54,,19.52,1,Italian,Prime,1,8
1832,41.0,2.61,23.05,19.52,6,Vegan,Regular,1,7
1833,20.0,2.57,21.87,25.69,0,Italian,Regular,1,8
1834,30.0,,19.59,24.53,3,FastFood,Regular,1,8
1835,36.0,0.84,18.57,24.34,4,FastFood,Regular,1,10
1836,40.0,2.71,15.21,27.08,5,FastFood,Regular,1,9
1837,48.0,4.43,23.93,21.85,6,FastFood,Regular,1,5
1838,42.0,1.92,,18.24,1,Italian,Prime,1,9
1839,40.0,1.23,18.84,16.49,3,Asian,Prime,1,9
1840,56.0,1.59,19.73,17.79,4,Asian,Regular,0,7
1841,33.0,2.88,25.42,12.69,6,FastFood,Prime,0,6
1842,29.0,1.77,13.95,18.51,3,Italian,Regular,1,9
1843,34.0,4.37,27.14,21.68,0,FastFood,Regular,0,5
1844,24.0,3.35,15.56,19.06,6,Vegan,Regular,1,8
1845,33.0,2.23,11.14,16.41,3,FastFood,Regular,1,6
1846,16.0,0.69,,18.11,1,Italian,Regular,1,6
1847,27.0,1.38,18.61,16.4,1,FastFood,Regular,1,9
1848,31.0,1.49,16.63,21.26,1,Asian,Regular,1,7
1849,41.0,1.34,18.07,17.83,5,Italian,Regular,1,6
1850,42.0,2.57,19.16,12.05,6,Asian,Prime,1,9
1851,23.0,2.26,14.51,20.38,3,FastFood,Regular,1,4
1852,51.0,0.92,12.31,22.01,0,Vegan,Prime,1,7
1853,33.0,3.13,16.17,18.96,6,Italian,Regular,1,5
1854,34.0,2.03,17.62,14.81,4,Asian,Regular,1,9
1855,17.0,2.45,23.48,15.37,3,Asian,Regular,1,7
1856,26.0,3.49,25.58,18.7,0,Vegan,Prime,1,8
1857,41.0,1.32,15.36,19.68,6,FastFood,Regular,1,8
1858,34.0,4.02,30.35,17.22,0,FastFood,Regular,1,8
1859,33.0,2.14,21.83,20.8,4,FastFood,Prime,1,9
1860,34.0,5.32,28.82,17.0,4,FastFood,Prime,1,9
1861,19.0,1.23,17.21,20.97,3,Italian,Regular,1,7
1862,31.0,4.44,18.12,22.5,3,Vegan,Regular,1,9
1863,45.0,1.22,20.55,,2,Vegan,Regular,1,7
1864,42.0,8.18,40.46,16.64,4,Italian,Regular,1,7
1865,31.0,1.37,11.36,15.98,2,Asian,Prime,1,6
1866,46.0,3.6,21.97,19.41,3,Vegan,Regular,1,10
1867,21.0,1.65,22.01,20.22,4,Vegan,Regular,1,6
1868,23.0,,18.6,22.39,5,FastFood,Regular,1,9
1869,49.0,1.97,21.06,19.64,1,Italian,Regular,1,8
1870,37.0,1.1,19.47,20.73,6,Asian,Regular,0,5
1871,29.0,0.43,13.37,21.18,0,FastFood,Regular,1,8
1872,32.0,8.0,,15.11,1,Italian,Regular,1,6
1873,25.0,2.1,18.65,14.99,2,Vegan,Regular,1,9
1874,34.0,0.4,5.91,24.08,2,Vegan,Regular,1,7
1875,34.0,2.38,19.5,20.93,2,Vegan,Regular,1,9
1876,32.0,2.94,18.16,17.5,2,Asian,Regular,1,7
1877,22.0,1.36,12.44,22.35,3,FastFood,Regular,0,3
1878,34.0,1.57,14.8,21.48,5,FastFood,Prime,0,8
1879,27.0,2.29,19.42,19.63,5,Italian,Prime,1,8
1880,23.0,4.49,32.51,17.53,2,Italian,Prime,1,9
1881,43.0,2.13,21.13,21.24,1,Italian,Regular,0,1
1882,52.0,4.5,23.99,15.74,4,Asian,Regular,0,5
1883,49.0,3.75,,16.15,0,Italian,Regular,1,8
1884,38.0,2.04,24.97,12.94,3,Asian,Prime,1,8
1885,30.0,0.85,16.12,20.29,1,FastFood,Regular,1,7
1886,31.0,1.78,16.83,24.8,4,FastFood,Regular,1,7
1887,36.0,2.69,20.46,19.63,0,FastFood,Regular,1,9
1888,28.0,2.08,20.67,16.86,5,FastFood,Regular,1,6
1889,44.0,3.28,14.2,20.3,1,Vegan,Prime,0,6
1890,16.0,3.24,22.89,16.81,3,Italian,Regular,1,9
1891,29.0,2.7,23.73,25.64,4,FastFood,Regular,1,5
1892,39.0,1.99,12.99,19.58,3,Asian,Prime,1,8
1893,24.0,2.68,18.16,15.2,3,Italian,Regular,1,6
1894,30.0,6.89,36.69,20.48,1,FastFood,Regular,1,8
1895,37.0,0.89,14.63,18.73,5,FastFood,Regular,1,7
1896,46.0,2.63,,17.52,3,FastFood,Regular,1,6
1897,20.0,5.52,28.43,16.87,1,Asian,Regular,1,7
1898,20.0,1.06,9.7,23.45,1,FastFood,Regular,1,7
1899,23.0,4.02,26.45,20.75,3,FastFood,Prime,1,8
1900,18.0,3.76,27.73,19.45,5,FastFood,Regular,1,7
1901,19.0,0.89,12.47,12.76,6,Italian,Regular,1,7
1902,23.0,2.98,,19.0,2,FastFood,Regular,1,4
1903,43.0,1.99,13.59,18.32,2,Asian,Prime,1,10
1904,29.0,1.95,20.59,16.97,0,FastFood,Regular,1,9
1905,32.0,1.94,15.2,21.83,3,Italian,Prime,1,6
1906,23.0,4.15,30.89,16.98,1,Italian,Regular,1,9
1907,38.0,1.89,8.49,19.0,5,Italian,Regular,1,8
1908,49.0,1.79,19.84,19.8,3,FastFood,Prime,1,7
1909,24.0,1.58,17.2,14.18,1,Asian,Regular,1,7
1910,48.0,1.67,22.43,20.73,6,Vegan,Regular,1,6
1911,35.0,1.28,18.19,19.21,5,FastFood,Prime,0,7
1912,32.0,1.55,21.94,18.5,2,FastFood,Regular,1,6
1913,36.0,2.15,27.5,12.85,0,Vegan,Regular,1,10
1914,36.0,2.89,17.48,21.89,1,Italian,Prime,1,10
1915,49.0,4.49,24.63,21.02,2,FastFood,Prime,1,7
1916,37.0,2.64,19.19,24.32,2,FastFood,Prime,1,10
1917,37.0,1.78,15.45,18.49,5,Asian,Prime,1,9
1918,28.0,1.15,16.76,19.66,6,Asian,Regular,0,5
1919,40.0,2.72,23.2,17.03,5,Italian,Prime,1,9
1920,23.0,1.89,19.13,15.66,5,Vegan,Regular,1,9
1921,33.0,1.92,11.96,20.48,0,Italian,Regular,0,4
1922,58.0,2.33,22.04,21.39,1,FastFood,Regular,0,6
1923,16.0,3.08,20.28,17.29,6,Italian,Prime,1,8
1924,34.0,2.34,17.88,20.43,4,Italian,Regular,1,8
1925,34.0,2.11,20.62,21.92,1,FastFood,Prime,1,8
1926,30.0,1.3,16.82,22.92,5,FastFood,Regular,1,6
1927,30.0,1.44,20.18,15.84,1,Italian,Regular,1,8
1928,33.0,3.21,21.09,19.35,5,Asian,Regular,1,7
1929,30.0,1.6,20.54,20.99,6,FastFood,Regular,1,8
1930,34.0,0.96,13.26,21.32,3,Italian,Regular,1,8
1931,,3.81,21.19,19.32,4,Asian,Regular,1,9
1932,50.0,1.2,13.73,20.28,5,Italian,Regular,1,7
1933,30.0,,,16.73,6,Asian,Regular,1,6
1934,37.0,2.64,12.17,18.7,4,Asian,Regular,1,10
1935,26.0,2.02,17.95,19.67,2,Asian,Regular,1,7
1936,40.0,0.52,13.4,22.82,1,FastFood,Regular,1,7
1937,39.0,2.5,14.66,19.03,2,Italian,Regular,1,8
1938,36.0,4.18,22.11,20.35,0,Italian,Regular,1,7
1939,23.0,3.1,19.73,19.42,4,FastFood,Regular,1,7
1940,25.0,0.63,13.7,25.54,2,FastFood,Regular,0,8
1941,47.0,6.49,34.23,15.95,4,FastFood,Regular,0,4
1942,25.0,0.97,15.72,18.59,0,Italian,Regular,1,6
1943,38.0,1.11,14.29,17.44,2,Italian,Regular,1,9
1944,23.0,3.1,23.0,19.08,2,FastFood,Regular,0,5
1945,41.0,,18.83,17.73,0,Asian,Regular,1,8
1946,26.0,2.1,22.23,16.35,5,Vegan,Regular,1,8
1947,23.0,1.69,17.54,27.46,4,FastFood,Prime,1,6
1948,26.0,4.19,29.12,15.71,5,Vegan,Regular,1,9
1949,27.0,1.97,17.52,18.15,5,FastFood,Regular,0,4
1950,36.0,0.98,14.38,16.57,0,Vegan,Prime,1,10
1951,33.0,3.97,23.74,20.06,6,Vegan,Regular,0,4
1952,22.0,2.27,13.28,24.04,0,FastFood,Regular,1,9
1953,32.0,,30.89,18.26,6,Asian,Prime,0,8
1954,22.0,2.76,21.33,23.62,4,Vegan,Regular,1,7
1955,38.0,8.63,41.66,17.18,5,Vegan,Prime,1,8
1956,39.0,1.7,17.32,21.34,3,Vegan,Regular,1,7
1957,32.0,2.03,22.12,17.71,1,Italian,Regular,0,7
1958,34.0,2.99,25.48,21.68,1,FastFood,Regular,1,8
1959,48.0,1.7,20.24,19.66,0,Asian,Regular,1,8
1960,31.0,3.6,21.89,14.1,5,Italian,Prime,1,8
1961,24.0,0.4,9.94,23.68,3,Italian,Regular,1,8
1962,37.0,1.93,19.31,18.12,1,Italian,Regular,1,8
1963,22.0,1.9,15.57,14.32,0,Italian,Regular,1,7
1964,30.0,2.15,16.11,18.92,0,FastFood,Prime,1,10
1965,27.0,1.24,13.33,17.25,1,Asian,Regular,1,7
1966,26.0,3.81,21.08,18.92,5,FastFood,Prime,1,10
1967,30.0,1.53,20.17,12.09,6,Asian,Regular,1,6
1968,40.0,2.59,23.23,17.23,4,Asian,Prime,1,9
1969,42.0,1.97,18.9,16.62,6,Italian,Regular,1,9
1970,,2.65,22.73,20.19,2,Italian,Regular,0,5
1971,35.0,4.42,25.33,17.79,2,FastFood,Regular,1,9
1972,30.0,2.24,25.57,25.83,4,Vegan,Regular,1,6
1973,16.0,3.2,21.26,18.23,0,Asian,Regular,1,8
1974,35.0,2.18,19.62,19.01,6,Italian,Regular,1,5
1975,16.0,1.75,17.82,22.87,5,FastFood,Prime,1,8
1976,16.0,2.14,25.61,15.54,0,FastFood,Prime,1,7
1977,31.0,1.98,17.05,17.21,1,Italian,Prime,1,8
1978,34.0,3.17,15.76,24.49,4,Vegan,Prime,1,10
1979,28.0,2.46,18.8,16.23,5,Asian,Prime,1,10
1980,46.0,1.3,9.89,20.81,1,FastFood,Regular,1,6
1981,36.0,1.78,16.68,18.19,5,Vegan,Regular,1,9
1982,30.0,1.0,11.15,22.31,3,Italian,Prime,1,10
1983,44.0,2.09,20.87,18.82,4,Vegan,Prime,1,9
1984,46.0,2.32,19.41,17.24,2,FastFood,Prime,1,10
1985,37.0,6.26,,25.2,3,Italian,Prime,1,8
1986,25.0,4.23,29.48,15.65,2,Vegan,Regular,1,7
1987,27.0,1.31,16.89,20.71,1,FastFood,Prime,1,8
1988,19.0,2.59,29.75,14.98,1,Asian,Prime,1,9
1989,32.0,2.27,23.13,17.54,1,Vegan,Regular,1,7
1990,23.0,2.04,17.24,17.82,5,FastFood,Prime,0,5
1991,29.0,1.84,16.52,19.38,2,FastFood,Regular,1,7
1992,34.0,1.91,16.92,19.36,2,Asian,Prime,1,8
1993,16.0,5.64,28.59,15.29,5,FastFood,Regular,1,6
1994,21.0,1.84,18.21,24.78,6,FastFood,Prime,1,9
1995,27.0,2.43,18.85,21.33,1,Italian,Regular,1,9
1996,32.0,0.5,15.79,18.22,2,Asian,Regular,1,9
1997,28.0,3.17,20.74,21.38,2,FastFood,Regular,1,10
1998,30.0,3.86,25.21,21.83,5,FastFood,Regular,1,8
1999,26.0,,20.18,20.42,4,Asian,Regular,1,10
2000,,1.75,13.22,13.96,3,Italian,Prime,1,9
2001,27.0,2.58,20.69,18.75,1,Asian,Regular,0,5
2002,30.0,2.34,20.76,16.56,2,Italian,Prime,1,8
2003,29.0,2.6,16.33,21.81,0,Vegan,Regular,1,8
2004,33.0,1.72,17.95,15.53,4,Asian,Regular,1,7
2005,36.0,6.45,28.01,23.12,6,FastFood,Prime,0,4
2006,38.0,1.6,15.03,15.16,5,Vegan,Prime,1,7
2007,26.0,8.85,48.08,14.1,2,Italian,Regular,1,9
2008,18.0,4.59,19.09,20.66,3,FastFood,Prime,1,9
2009,43.0,3.66,19.76,25.31,6,FastFood,Prime,1,10
2010,35.0,1.14,14.12,18.29,2,Asian,Regular,0,4
2011,23.0,3.82,22.06,22.59,5,FastFood,Prime,1,8
2012,34.0,3.23,14.03,23.58,4,FastFood,Prime,1,7
2013,42.0,0.63,17.52,19.81,3,FastFood,Regular,1,9
2014,48.0,0.93,22.03,20.09,4,Italian,Regular,1,6
2015,34.0,2.45,22.89,16.99,1,Italian,Regular,1,7
2016,42.0,1.87,16.73,17.68,2,Italian,Regular,1,8
2017,21.0,1.74,19.73,20.43,2,FastFood,Prime,1,6
2018,32.0,4.19,26.72,19.36,5,FastFood,Prime,1,9
2019,29.0,1.24,19.23,18.33,4,Italian,Regular,1,9
2020,35.0,1.57,20.93,17.84,2,Italian,Regular,1,8
2021,,1.41,16.3,15.3,5,Asian,Regular,1,7
2022,34.0,2.67,21.79,20.58,3,FastFood,Regular,0,5
2023,24.0,0.9,16.11,21.47,6,FastFood,Prime,1,10
2024,21.0,1.53,19.6,17.7,4,FastFood,Regular,1,7
2025,47.0,0.78,17.16,19.59,6,Italian,Regular,1,7
2026,37.0,1.7,22.34,17.22,6,Italian,Regular,1,7
2027,36.0,3.0,15.91,17.48,2,Asian,Regular,1,4
2028,29.0,3.48,22.54,16.77,1,Italian,Prime,1,10
2029,34.0,1.55,21.16,21.23,5,Italian,Prime,1,8
2030,23.0,2.7,19.52,20.99,1,Italian,Regular,1,6
2031,35.0,1.82,17.48,17.85,5,FastFood,Regular,1,10
2032,21.0,4.26,20.55,19.86,1,Italian,Regular,0,6
2033,29.0,1.87,16.71,25.34,6,FastFood,Regular,1,7
2034,26.0,0.39,16.17,16.03,4,Italian,Regular,0,6
2035,16.0,3.29,25.45,18.39,3,FastFood,Regular,1,8
2036,29.0,1.8,14.45,18.76,3,Asian,Prime,1,9
2037,24.0,1.73,17.95,15.84,4,Vegan,Regular,1,7
2038,30.0,2.42,17.77,18.67,2,FastFood,Regular,1,8
2039,32.0,0.92,15.36,15.86,2,Italian,Regular,1,9
2040,48.0,2.41,16.22,18.79,1,Asian,Prime,1,8
2041,35.0,2.7,22.84,18.92,1,FastFood,Regular,0,3
2042,35.0,2.46,20.82,16.32,6,Asian,Regular,1,9
2043,36.0,1.67,13.24,15.2,5,Asian,Prime,1,9
2044,40.0,3.47,26.92,22.72,3,Vegan,Regular,1,8
2045,36.0,1.34,17.47,17.09,5,Vegan,Prime,1,8
2046,35.0,1.43,20.75,16.78,4,FastFood,Regular,1,9
2047,38.0,2.15,18.97,,4,Italian,Prime,1,7
2048,,2.72,19.87,20.3,0,Italian,Prime,1,8
2049,51.0,1.68,18.63,23.3,3,FastFood,Regular,1,6
2050,46.0,3.96,29.52,,0,FastFood,Regular,1,9
2051,34.0,2.37,22.87,15.97,4,Vegan,Regular,1,7
2052,19.0,2.41,19.43,20.31,0,FastFood,Prime,1,9
2053,43.0,2.67,14.31,24.81,3,Italian,Prime,1,9
2054,26.0,,23.78,16.27,2,Asian,Prime,1,8
2055,37.0,2.64,18.08,19.31,0,FastFood,Prime,1,9
2056,20.0,0.74,15.34,18.45,3,Italian,Regular,0,7
2057,52.0,3.67,28.37,20.98,1,Vegan,Regular,1,9
2058,19.0,2.15,16.41,19.83,1,Italian,Regular,1,5
2059,33.0,3.38,17.31,19.16,6,FastFood,Prime,1,8
2060,16.0,1.85,20.4,19.24,2,FastFood,Prime,1,9
2061,32.0,0.74,10.78,18.67,2,Vegan,Regular,1,9
2062,28.0,0.57,15.39,18.81,0,FastFood,Regular,1,7
2063,42.0,1.2,13.94,15.29,2,Italian,Regular,1,6
2064,28.0,3.08,18.43,26.42,2,FastFood,Prime,1,9
2065,42.0,4.73,28.63,17.44,5,Italian,Prime,1,8
2066,23.0,2.38,14.96,18.52,0,Vegan,Regular,1,7
2067,29.0,1.13,14.0,17.67,6,Italian,Regular,1,7
2068,30.0,1.31,18.54,19.27,0,Vegan,Regular,1,6
2069,36.0,4.26,20.05,22.3,4,FastFood,Regular,1,8
2070,35.0,1.13,15.82,17.29,0,Italian,Prime,1,8
2071,39.0,6.4,28.08,22.69,5,Vegan,Regular,1,8
2072,34.0,5.65,31.94,20.05,4,Italian,Regular,1,7
2073,38.0,6.51,38.39,20.43,5,FastFood,Regular,1,7
2074,24.0,2.48,29.35,17.63,6,Vegan,Regular,1,7
2075,35.0,1.92,20.78,21.32,5,Italian,Prime,1,8
2076,46.0,2.45,22.02,18.08,4,Italian,Regular,1,6
2077,17.0,3.32,22.5,16.02,5,Vegan,Regular,1,9
2078,36.0,,15.88,24.06,0,FastFood,Regular,1,7
2079,38.0,1.26,10.59,18.82,4,FastFood,Prime,1,6
2080,45.0,1.98,14.63,23.61,6,FastFood,Prime,1,6
2081,39.0,,21.29,11.96,2,Italian,Regular,1,9
